,tel,appid,time,count
7882,13900004770,10005,776,4
7883,13900004771,10005,280,4
7884,13900004772,10005,12021,12
7885,13900004773,30035,81,1
7886,13900004773,50057,43341,3
7887,13900004773,81140,619,1
7888,13900004773,250214,113113,1
7889,13900004774,10005,480,1
7890,13900004774,11233,455,1
7891,13900004775,200439,179,1
7892,13900004776,10005,6670,5
7893,13900004777,10005,0,1
7894,13900004777,10205,5381,1
7895,13900004777,200844,125,1
7896,13900004778,10005,432,3
7897,13900004779,220371,55,1
7898,13900004780,10005,30510,1
7899,13900004781,10005,96,1
7900,13900004782,50049,564,2
7901,13900004782,70098,134642,1
7902,13900004783,270348,90,1
7903,13900004783,340793,140,1
7904,13900004784,10005,110,1
7905,13900004784,50057,80,1
7906,13900004784,151375,0,1
7907,13900004785,10005,3358,2
7908,13900004786,10001,3290,1
7909,13900004787,10005,563,2
7910,13900004788,10001,33,1
7911,13900004788,50053,2000,1
7912,13900004789,20199,80989,2
7913,13900004790,10005,294,2
7914,13900004790,180182,86942,1
7915,13900004790,220499,96953,2
7916,13900004791,220499,576,14
7917,13900004792,270231,740,2
7918,13900004793,200844,265,1
7919,13900004793,321050,166,1
7920,13900004794,80520,134,1
7921,13900004795,10005,150,1
7922,13900004796,10005,494,1
7923,13900004797,10005,80,1
7924,13900004798,10005,340,2
7925,13900004798,40423,114,2
7926,13900004799,10005,145,1
7927,13900004800,10001,2418,4
7928,13900004800,31480,4191,4
7929,13900004800,50053,773,2
7930,13900004800,90144,480,1
7931,13900004801,10005,141,1
7932,13900004801,151267,2260,1
7933,13900004801,340812,3360,2
7934,13900004801,340948,2020,1
7935,13900004802,10005,149,1
7936,13900004803,80609,4875,1
7937,13900004804,10005,123,1
7938,13900004805,10005,1307,3
7939,13900004806,50053,460,2
7940,13900004806,50057,230,1
7941,13900004806,51636,31700,1
7942,13900004806,70526,19200,1
7943,13900004807,20451,105506,5
7944,13900004807,180309,2883,2
7945,13900004807,241295,10112,1
7946,13900004808,10001,180,1
7947,13900004809,70526,105,1
7948,13900004810,70109,324,2
7949,13900004811,10005,122,1
7950,13900004812,10005,90019,7
7951,13900004812,31480,185624,3
7952,13900004813,10005,151,1
7953,13900004814,270386,109,1
7954,13900004815,10001,190,1
7955,13900004816,60071,150,1
7956,13900004817,10005,166,1
7957,13900004817,180688,929,2
7958,13900004818,10005,4405,5
7959,13900004819,10005,810,5
7960,13900004820,11282,17360,1
7961,13900004821,81163,0,1
7962,13900004822,10005,2150,1
7963,13900004823,50057,64892,2
7964,13900004824,10005,119,1
7965,13900004825,10001,214,1
7966,13900004825,70106,2702,2
7967,13900004826,180688,170,1
7968,13900004827,60071,110,1
7969,13900004828,10005,231,2
7970,13900004829,10005,577,3
7971,13900004830,80121,425,1
7972,13900004831,100408,455,1
7973,13900004832,10005,386,2
7974,13900004832,200442,271,1
7975,13900004833,10005,219,1
7976,13900004834,10001,20336,5
7977,13900004834,10005,186,2
7978,13900004834,10205,23808,4
7979,13900004834,200335,640,10
7980,13900004834,221135,12669,1
7981,13900004834,230252,17428,2
7982,13900004835,10005,19075,1
7983,13900004836,90144,177,2
7984,13900004836,180309,99,1
7985,13900004836,221135,180,1
7986,13900004836,270329,100,1
7987,13900004837,151186,2029,1
7988,13900004838,70109,140,1
7989,13900004838,271134,140,1
7990,13900004839,211504,160,1
7991,13900004839,270974,2320,2
7992,13900004840,10005,106,1
7993,13900004841,10001,95664,14
7994,13900004841,40423,60,1
7995,13900004841,50053,193,1
7996,13900004841,200335,373,2
7997,13900004841,211239,20404,3
7998,13900004842,11563,59234,7
7999,13900004842,50066,104068,18
8000,13900004843,200469,65,1
8001,13900004844,10005,241,1
8002,13900004845,51636,100,1
8003,13900004846,20451,72816,4
8004,13900004846,180186,858,3
8005,13900004847,201039,29830,1
8006,13900004848,40474,31072,5
8007,13900004848,230252,229,1
8008,13900004849,10005,6804,11
8009,13900004849,10006,115,2
8010,13900004849,60458,84,1
8011,13900004850,220492,91302,1
8012,13900004851,10001,397,1
8013,13900004851,10005,336,2
8014,13900004851,10006,4648,3
8015,13900004851,270231,363,3
8016,13900004852,201131,60,1
8017,13900004853,240213,90655,1
8018,13900004853,241155,44,1
8019,13900004854,11282,30624,1
8020,13900004855,10005,7600,2
8021,13900004855,31480,90375,33
8022,13900004856,10005,1180,5
8023,13900004857,10005,190,1
8024,13900004858,10005,23456,4
8025,13900004858,40423,381,1
8026,13900004859,10001,110,1
8027,13900004859,151499,1605,2
8028,13900004860,10001,21794,2
8029,13900004860,30428,24950,1
8030,13900004860,60494,3280,1
8031,13900004860,70385,24674,1
8032,13900004860,90144,85,1
8033,13900004860,180229,218314,7
8034,13900004860,231973,111,1
8035,13900004860,250331,115940,2
8036,13900004860,271134,270,1
8037,13900004860,330481,16319,1
8038,13900004861,210356,65,1
8039,13900004862,10001,1620,1
8040,13900004862,10005,1955,1
8041,13900004862,330481,1565,1
8042,13900004863,221135,2785,3
8043,13900004863,270974,120,1
8044,13900004864,201038,35031,1
8045,13900004864,221135,41,1
8046,13900004864,311360,2133,1
8047,13900004865,10005,101,1
8048,13900004866,10001,195,1
8049,13900004866,10005,368,3
8050,13900004867,50057,76,1
8051,13900004867,81010,110,1
8052,13900004868,10005,100,1
8053,13900004869,270386,86,1
8054,13900004870,10001,6065,1
8055,13900004870,10005,614,4
8056,13900004870,50165,269,2
8057,13900004870,170392,1556,1
8058,13900004870,181030,256983,3
8059,13900004871,80539,355,1
8060,13900004871,80609,252,1
8061,13900004871,100408,230,1
8062,13900004872,10005,68715,3
8063,13900004873,10005,160,1
8064,13900004874,70526,125,1
8065,13900004875,71537,341,2
8066,13900004875,241152,310,1
8067,13900004876,151342,255,1
8068,13900004876,220499,10123,1
8069,13900004877,70096,136,1
8070,13900004878,10005,2615,9
8071,13900004879,60071,64,1
8072,13900004880,181552,3372,3
8073,13900004880,210356,285,2
8074,13900004880,221061,35483,2
8075,13900004880,250331,862,1
8076,13900004880,341348,2185,15
8077,13900004881,10005,10215,3
8078,13900004882,50057,1865,1
8079,13900004883,200335,70,1
8080,13900004884,221061,21725,1
8081,13900004885,10205,277,2
8082,13900004885,180229,94,1
8083,13900004886,90144,124,1
8084,13900004887,50485,89,1
8085,13900004888,200442,181,1
8086,13900004889,100387,51210,20
8087,13900004890,60070,264,3
8088,13900004891,151186,11311,13
8089,13900004892,80121,2854,2
8090,13900004892,80609,4667,4
8091,13900004892,81565,2089,1
8092,13900004893,10005,150,1
8093,13900004894,10001,150,1
8094,13900004894,30428,149,1
8095,13900004895,10975,95,1
8096,13900004895,90144,121,1
8097,13900004895,180688,195,1
8098,13900004895,341309,348,1
8099,13900004896,10005,21643,2
8100,13900004896,50053,1002,4
8101,13900004897,10005,32581,1
8102,13900004897,201131,23436,1
8103,13900004898,10005,65491,4
8104,13900004899,10005,5933,6
8105,13900004900,10005,971,5
8106,13900004901,10005,116,1
8107,13900004901,80609,205,1
8108,13900004902,110157,151,1
8109,13900004903,10005,136,1
8110,13900004904,10005,586,3
8111,13900004905,10001,145,1
8112,13900004905,10005,25270,2
8113,13900004905,50057,3543,11
8114,13900004905,60494,49082,11
8115,13900004905,200335,57,1
8116,13900004905,200487,472,1
8117,13900004906,10005,629,4
8118,13900004907,10005,151,1
8119,13900004908,180688,325,2
8120,13900004909,10005,334,2
8121,13900004909,100408,105,1
8122,13900004910,10005,166,1
8123,13900004911,10005,206,1
8124,13900004912,221135,780,1
8125,13900004913,70109,39,1
8126,13900004914,70526,524,1
8127,13900004915,10001,28741,9
8128,13900004915,70526,169669,3
8129,13900004915,171136,435,1
8130,13900004915,180183,5264,4
8131,13900004915,320291,133642,44
8132,13900004915,320292,1575,1
8133,13900004915,320403,697,1
8134,13900004915,321124,27436,1
8135,13900004915,340787,62076,1
8136,13900004915,341513,4040,1
8137,13900004916,10005,8010,9
8138,13900004917,10001,116,1
8139,13900004917,10005,90,1
8140,13900004917,200335,240,1
8141,13900004918,10005,17230,1
8142,13900004918,201257,41201,1
8143,13900004919,10005,126,1
8144,13900004920,20451,98019,15
8145,13900004920,50057,75,1
8146,13900004920,60494,39561,1
8147,13900004920,180309,20180,3
8148,13900004921,50057,3123,1
8149,13900004921,151341,88,1
8150,13900004922,200844,55,1
8151,13900004923,151342,201,1
8152,13900004924,10001,215,1
8153,13900004924,270974,5497,2
8154,13900004924,371262,1051,1
8155,13900004925,10005,150,1
8156,13900004926,180312,7903,6
8157,13900004926,221135,1017,5
8158,13900004927,10005,86,1
8159,13900004927,31480,2810,4
8160,13900004928,10005,150,1
8161,13900004929,10005,145,1
8162,13900004930,50057,55,1
8163,13900004931,10001,190,1
8164,13900004931,10005,96,1
8165,13900004932,271134,95,1
8166,13900004933,50057,91,1
8167,13900004934,10005,0,1
8168,13900004935,10005,30240,3
8169,13900004935,20023,175,1
8170,13900004935,20451,29395,7
8171,13900004935,270232,2809,4
8172,13900004936,10005,1650,2
8173,13900004936,20451,5175,3
8174,13900004936,270231,227,2
8175,13900004937,10005,105,1
8176,13900004938,70526,100,1
8177,13900004939,30044,20,1
8178,13900004939,151341,96,1
8179,13900004940,10005,2150,1
8180,13900004941,10001,127321,1
8181,13900004941,11282,230,1
8182,13900004941,50057,75,1
8183,13900004942,10005,700,5
8184,13900004943,110157,149,1
8185,13900004944,10005,16729,12
8186,13900004945,10001,42794,1
8187,13900004945,20023,81733,1
8188,13900004945,50057,70,1
8189,13900004945,70109,8556,1
8190,13900004946,10005,493,3
8191,13900004947,151186,1990,1
8192,13900004948,61437,202,3
8193,13900004948,200308,82657,1
8194,13900004949,10005,1277,3
8195,13900004950,10005,140,1
8196,13900004951,151499,404,1
8197,13900004952,10005,3910,2
8198,13900004952,50057,3252,3
8199,13900004953,201038,33706,1
8200,13900004953,371268,268,2
8201,13900004954,10005,149,1
8202,13900004955,10205,68401,1
8203,13900004956,151446,137,1
8204,13900004956,220499,2359,10
8205,13900004957,10005,2156,4
8206,13900004957,50053,2160,1
8207,13900004958,10001,2055,1
8208,13900004958,30428,1395,1
8209,13900004958,340370,2563,2
8210,13900004959,241155,70,1
8211,13900004960,10001,3880,1
8212,13900004961,10005,181,1
8213,13900004962,10005,60,1
8214,13900004963,71537,0,1
8215,13900004964,340788,95,1
8216,13900004965,10005,786,4
8217,13900004966,10001,615,4
8218,13900004966,70526,192,1
8219,13900004967,10005,121,1
8220,13900004968,10001,109,1
8221,13900004968,10005,8927,2
8222,13900004968,71537,9807,1
8223,13900004968,270832,0,1
8224,13900004968,271134,140,1
8225,13900004969,10005,667,2
8226,13900004970,60071,70,1
8227,13900004971,10005,628,5
8228,13900004972,70096,385,1
8229,13900004973,10005,172,1
8230,13900004974,180309,37166,1
8231,13900004975,70328,65,1
8232,13900004975,200442,327,2
8233,13900004976,10005,100,1
8234,13900004976,221135,325,2
8235,13900004977,10005,481,3
8236,13900004977,30044,308,2
8237,13900004977,70109,2151,1
8238,13900004978,50054,63,2
8239,13900004979,10005,101,1
8240,13900004979,221168,280,1
8241,13900004980,270386,96,1
8242,13900004981,10005,291,2
8243,13900004982,60069,205,1
8244,13900004983,200416,66,1
8245,13900004983,271134,150,1
8246,13900004984,10005,221,1
8247,13900004984,40423,161,1
8248,13900004985,80599,119977,1
8249,13900004986,10005,5601,5
8250,13900004987,10001,355,1
8251,13900004987,10005,270,1
8252,13900004987,180185,39791,1
8253,13900004987,220499,66055,22
8254,13900004987,221135,255,1
8255,13900004987,231973,0,1
8256,13900004987,330400,2693,1
8257,13900004988,50057,120,1
8258,13900004989,10005,124,1
8259,13900004990,10001,75,1
8260,13900004991,70099,85,1
8261,13900004991,220499,89381,1
8262,13900004991,221135,417,3
8263,13900004992,10005,1902,14
8264,13900004993,10005,1374,5
8265,13900004993,50053,105,1
8266,13900004993,70109,11991,2
8267,13900004994,10206,81670,1
8268,13900004994,50163,23014,2
8269,13900004994,80269,2900,2
8270,13900004994,151267,431,1
8271,13900004994,151446,67249,1
8272,13900004994,170488,169971,2
8273,13900004994,171190,1532,4
8274,13900004994,220499,31694,3
8275,13900004994,270232,159,1
8276,13900004994,320310,89384,1
8277,13900004994,331543,22795,1
8278,13900004994,340812,336,3
8279,13900004995,10005,91,1
8280,13900004995,20450,56,1
8281,13900004995,180185,1981,1
8282,13900004995,190530,1179,1
8283,13900004995,201336,109,1
8284,13900004995,250331,650,1
8285,13900004995,271134,110,1
8286,13900004996,10005,195,2
8287,13900004997,10005,150,1
8288,13900004998,10005,144,1
8289,13900004999,10005,165,1
8290,13900005000,10001,21335,1
8291,13900005001,10001,3125,2
8292,13900005001,10005,109,1
8293,13900005001,10205,11919,12
8294,13900005001,180182,180,1
8295,13900005001,200335,388,5
8296,13900005002,10001,110,1
8297,13900005002,11233,20920,1
8298,13900005003,90144,80,1
8299,13900005004,340788,79,1
8300,13900005005,10005,169,1
8301,13900005006,50066,11933,5
8302,13900005007,70093,64,1
8303,13900005007,81010,209,2
8304,13900005008,10001,2618,5
8305,13900005008,10005,457,4
8306,13900005008,10205,4419,4
8307,13900005008,200335,151,1
8308,13900005009,10001,286,1
8309,13900005009,300856,0,1
8310,13900005010,10205,80,1
8311,13900005010,200335,154,1
8312,13900005011,270389,3046,1
8313,13900005012,30044,286,2
8314,13900005012,90504,41915,1
8315,13900005012,210356,152,1
8316,13900005012,241155,96,1
8317,13900005013,40423,120,1
8318,13900005013,190560,101045,1
8319,13900005013,271134,167,1
8320,13900005014,10005,5010,3
8321,13900005015,10005,7467,5
8322,13900005016,311360,105,1
8323,13900005017,70104,85,1
8324,13900005018,220492,214,1
8325,13900005019,200842,308814,3
8326,13900005020,30035,12126,10
8327,13900005020,60069,260,2
8328,13900005021,180230,11345,1
8329,13900005022,180688,165,1
8330,13900005023,231973,80,1
8331,13900005024,10005,93430,1
8332,13900005025,10001,4951,1
8333,13900005025,10005,5536,1
8334,13900005025,40423,66,1
8335,13900005025,170488,133838,5
8336,13900005026,10001,275,1
8337,13900005027,20023,1310,1
8338,13900005027,50417,309,1
8339,13900005028,221135,675,1
8340,13900005029,10001,140,1
8341,13900005030,10005,11650,6
8342,13900005031,10001,320,1
8343,13900005031,70526,75214,1
8344,13900005031,80520,4372,1
8345,13900005032,10006,65818,10
8346,13900005032,211335,0,1
8347,13900005033,10005,182,1
8348,13900005034,10001,89913,2
8349,13900005034,10005,141,1
8350,13900005034,11233,76600,1
8351,13900005034,30035,71542,3
8352,13900005034,30428,187767,3
8353,13900005034,180183,71435,1
8354,13900005034,181510,18591,1
8355,13900005034,271134,160,1
8356,13900005035,10005,234,2
8357,13900005036,10005,131,1
8358,13900005037,10005,110,1
8359,13900005037,50060,71,1
8360,13900005038,10005,828,2
8361,13900005039,80609,345,1
8362,13900005040,10005,199,1
8363,13900005041,10005,209,1
8364,13900005042,230253,107547,1
8365,13900005043,10005,9526,7
8366,13900005043,30047,6660,5
8367,13900005044,10005,0,1
8368,13900005045,10005,355,2
8369,13900005046,10005,309,2
8370,13900005047,70109,458,3
8371,13900005048,10005,1126,3
8372,13900005049,10001,528217,1
8373,13900005049,10005,1078,1
8374,13900005049,221135,354,1
8375,13900005049,270231,529567,1
8376,13900005049,340812,529567,1
8377,13900005050,10005,250,2
8378,13900005050,20022,634,4
8379,13900005051,291037,1345,1
8380,13900005051,341348,4895,1
8381,13900005052,10005,2304,2
8382,13900005053,50057,40,1
8383,13900005054,10001,159,1
8384,13900005055,50057,32127,16
8385,13900005056,10005,125,1
8386,13900005057,10005,706,2
8387,13900005058,331007,54,1
8388,13900005059,10005,120,1
8389,13900005060,200442,441,1
8390,13900005061,10005,195,2
8391,13900005062,10001,680,1
8392,13900005062,200844,120,1
8393,13900005062,270389,45,1
8394,13900005062,270974,10203,1
8395,13900005063,10001,254055,2
8396,13900005063,10005,141,1
8397,13900005063,11236,180748,2
8398,13900005063,30035,261,1
8399,13900005063,60069,99,1
8400,13900005064,20451,250,2
8401,13900005064,180309,130,1
8402,13900005065,270389,3151,1
8403,13900005066,71249,205,2
8404,13900005067,200352,22892,1
8405,13900005068,10005,155,1
8406,13900005068,200837,4868,1
8407,13900005069,50057,85,1
8408,13900005069,151385,1281,1
8409,13900005070,50057,250,2
8410,13900005070,180950,89876,1
8411,13900005070,200439,120,1
8412,13900005070,270691,220,1
8413,13900005071,50501,4793,1
8414,13900005072,10001,29891,1
8415,13900005072,291261,1085,4
8416,13900005073,10005,239,1
8417,13900005074,10005,150,1
8418,13900005074,30044,1792,1
8419,13900005074,181552,451,1
8420,13900005074,210356,105,1
8421,13900005074,221061,1759,1
8422,13900005074,370955,719,1
8423,13900005075,50057,55,1
8424,13900005075,70109,12753,3
8425,13900005076,10005,2049,1
8426,13900005077,10005,1960,8
8427,13900005078,10005,151,1
8428,13900005079,180311,45825,1
8429,13900005080,10001,290,1
8430,13900005081,10005,91,1
8431,13900005082,10005,145,1
8432,13900005083,10005,8782,1
8433,13900005084,10005,6331,4
8434,13900005085,70526,85,1
8435,13900005085,180688,145,1
8436,13900005086,50437,1521,1
8437,13900005086,341542,129112,7
8438,13900005087,201038,19115,1
8439,13900005088,10005,1064,1
8440,13900005088,340812,125,1
8441,13900005089,10005,5031,4
8442,13900005090,10005,177,1
8443,13900005091,10005,7549,5
8444,13900005092,10001,369,2
8445,13900005092,10005,316,1
8446,13900005092,80609,2287,2
8447,13900005092,320291,65,1
8448,13900005093,10005,511,3
8449,13900005094,10001,42600,2
8450,13900005094,181552,72243,6
8451,13900005094,221061,131735,11
8452,13900005094,271134,165,1
8453,13900005094,370955,634,4
8454,13900005095,10005,106,1
8455,13900005096,10001,44140,2
8456,13900005096,41313,89252,1
8457,13900005096,60494,27866,1
8458,13900005096,70375,33892,1
8459,13900005096,71455,33720,4
8460,13900005096,180369,241,3
8461,13900005096,200352,68230,1
8462,13900005096,341660,91196,1
8463,13900005097,10005,219,1
8464,13900005098,10005,1766,10
8465,13900005098,40423,370,1
8466,13900005099,10005,385,2
8467,13900005100,10005,545,1
8468,13900005100,170410,230,1
8469,13900005101,50065,2150,1
8470,13900005101,70096,149,1
8471,13900005102,70526,1480,1
8472,13900005103,30047,1760,1
8473,13900005104,41467,59,1
8474,13900005105,10005,709,5
8475,13900005106,70106,168,1
8476,13900005107,10005,1642,4
8477,13900005108,10005,115,1
8478,13900005109,60071,240,2
8479,13900005110,10005,25395,1
8480,13900005110,50053,22710,1
8481,13900005111,10005,2655,2
8482,13900005112,10005,255,2
8483,13900005113,10005,370,2
8484,13900005113,80609,1827,6
8485,13900005113,151341,21077,10
8486,13900005113,221135,445,1
8487,13900005114,10005,121,1
8488,13900005115,80121,3076,6
8489,13900005115,80609,1150,4
8490,13900005116,340948,4155,2
8491,13900005117,10005,97901,3
8492,13900005118,10005,150,1
8493,13900005119,50053,1986,4
8494,13900005119,50066,786,1
8495,13900005119,60071,185,1
8496,13900005119,151740,21837,1
8497,13900005119,211641,20191,1
8498,13900005119,250331,100,1
8499,13900005120,50048,174,2
8500,13900005120,220499,390,1
8501,13900005120,341211,805,1
8502,13900005121,10001,1850,1
8503,13900005121,70099,85,1
8504,13900005121,201039,511,2
8505,13900005122,10001,128,1
8506,13900005122,10005,2050,8
8507,13900005123,50057,1850,1
8508,13900005123,151186,1760,1
8509,13900005124,50066,138956,29
8510,13900005124,50501,30219,1
8511,13900005125,50436,125,2
8512,13900005125,60071,65,1
8513,13900005126,10001,19966,1
8514,13900005127,10005,66,1
8515,13900005127,211504,7290,1
8516,13900005127,211903,75873,20
8517,13900005128,10005,10453,3
8518,13900005129,10001,135,1
8519,13900005129,10005,270,2
8520,13900005129,180688,559,3
8521,13900005130,10001,2315,3
8522,13900005130,10005,870,4
8523,13900005130,200335,79,1
8524,13900005130,211254,155,1
8525,13900005131,341309,85,1
8526,13900005132,50057,95,1
8527,13900005132,50065,110,1
8528,13900005133,200442,81,1
8529,13900005134,151186,1342,1
8530,13900005134,340948,2069,1
8531,13900005135,10005,357,1
8532,13900005136,10006,20333,19
8533,13900005137,50057,89,1
8534,13900005138,10005,606,4
8535,13900005139,10205,70,1
8536,13900005140,10005,645,3
8537,13900005141,10005,126,1
8538,13900005142,10001,85,1
8539,13900005142,10005,405,3
8540,13900005142,70526,50160,1
8541,13900005142,71249,146,1
8542,13900005143,10005,135,1
8543,13900005143,221135,3716,3
8544,13900005144,10005,141,1
8545,13900005145,10001,159,1
8546,13900005145,10005,49956,9
8547,13900005145,50057,65,1
8548,13900005145,100408,120,1
8549,13900005146,50057,221,1
8550,13900005146,70526,805,1
8551,13900005146,151186,31400,1
8552,13900005146,151446,4342,2
8553,13900005146,220499,2370,1
8554,13900005146,370516,6207,2
8555,13900005147,70109,18848,9
8556,13900005148,200418,130,1
8557,13900005149,240239,2215,2
8558,13900005149,330391,1509,1
8559,13900005150,30044,145,1
8560,13900005151,10005,240,1
8561,13900005152,10005,140,1
8562,13900005153,21388,13287,9
8563,13900005154,10005,471,2
8564,13900005154,200442,95,1
8565,13900005155,50057,100,1
8566,13900005156,170488,71789,3
8567,13900005156,180369,164514,2
8568,13900005156,241155,82323,1
8569,13900005156,270723,30025,1
8570,13900005156,340962,29351,2
8571,13900005156,341266,62644,1
8572,13900005156,341500,54501,1
8573,13900005157,200442,79,1
8574,13900005158,10005,175,1
8575,13900005159,10005,110,1
8576,13900005160,20451,65,1
8577,13900005161,30035,48696,9
8578,13900005161,30428,65,1
8579,13900005161,50436,84761,1
8580,13900005161,51390,13391,1
8581,13900005161,180227,31600,1
8582,13900005161,200335,65,1
8583,13900005161,221130,9,1
8584,13900005161,271134,140,1
8585,13900005161,340812,175,1
8586,13900005161,370955,67618,2
8587,13900005162,10005,245,1
8588,13900005163,70109,199,1
8589,13900005164,10005,3411,1
8590,13900005165,10005,196,1
8591,13900005165,151250,225,1
8592,13900005166,30035,42144,7
8593,13900005166,271134,160,1
8594,13900005167,10005,139,1
8595,13900005168,10005,139,1
8596,13900005169,270974,76,1
8597,13900005170,10001,231,1
8598,13900005170,50053,945,2
8599,13900005170,220499,60,1
8600,13900005171,50057,601,4
8601,13900005172,10001,465,3
8602,13900005172,10005,416,2
8603,13900005172,10205,4806,2
8604,13900005172,30428,510,1
8605,13900005172,200335,105,1
8606,13900005172,271230,45,1
8607,13900005173,341309,140,1
8608,13900005174,10001,189,1
8609,13900005174,10205,33859,1
8610,13900005175,10001,72768,7
8611,13900005175,50049,790,2
8612,13900005175,50057,1015,2
8613,13900005175,60494,1589,7
8614,13900005175,270231,5580,1
8615,13900005175,271134,377,3
8616,13900005175,341211,156,1
8617,13900005176,70099,140,1
8618,13900005177,10001,46581,2
8619,13900005177,10005,822,5
8620,13900005177,231973,80,1
8621,13900005177,271134,261,2
8622,13900005178,201522,1067,11
8623,13900005179,10005,150,1
8624,13900005180,10005,19147,2
8625,13900005181,10005,247,2
8626,13900005182,10005,174,1
8627,13900005183,10005,203,1
8628,13900005184,10005,245,1
8629,13900005185,30035,71,1
8630,13900005186,10005,151,1
8631,13900005187,370516,185,2
8632,13900005188,10005,175,1
8633,13900005189,10005,250,2
8634,13900005190,10005,179,1
8635,13900005191,10001,215,1
8636,13900005191,70106,3210,1
8637,13900005192,10001,190,1
8638,13900005193,241155,50,1
8639,13900005194,10005,1332,3
8640,13900005195,100387,67730,2
8641,13900005196,10005,170,1
8642,13900005197,10001,67759,6
8643,13900005197,60494,549,3
8644,13900005198,10005,11286,10
8645,13900005199,10005,146,1
8646,13900005200,10005,3008,6
8647,13900005201,171346,135,1
8648,13900005201,180688,184,1
8649,13900005201,331007,31875,2
8650,13900005202,10005,141,1
8651,13900005203,10005,1093,1
8652,13900005204,10435,490,3
8653,13900005204,220371,220,2
8654,13900005204,271134,880,4
8655,13900005205,70328,80,1
8656,13900005206,10001,111,1
8657,13900005206,71455,185,1
8658,13900005207,10005,160,1
8659,13900005208,10005,151,1
8660,13900005209,171457,0,2
8661,13900005209,230253,1205,1
8662,13900005210,10005,151,1
8663,13900005211,70526,70486,1
8664,13900005211,340787,80,1
8665,13900005211,341270,21002,3
8666,13900005212,10005,105,1
8667,13900005213,10005,284,2
8668,13900005213,11282,30060,1
8669,13900005213,70106,75,1
8670,13900005213,70526,72399,1
8671,13900005213,211635,49855,2
8672,13900005213,221168,120,1
8673,13900005213,270231,1590,3
8674,13900005214,10005,190,1
8675,13900005215,10005,121,1
8676,13900005215,10006,5,1
8677,13900005216,10005,181,1
8678,13900005217,220499,65,1
8679,13900005218,10005,272,1
8680,13900005219,10205,70171,1
8681,13900005220,50066,92081,4
8682,13900005220,151740,81044,5
8683,13900005221,81876,11322,3
8684,13900005221,200442,511,1
8685,13900005222,270231,4253,2
8686,13900005223,20451,21144,2
8687,13900005223,180309,547,2
8688,13900005224,10005,160,1
8689,13900005225,10005,2105,2
8690,13900005226,151186,5490,1
8691,13900005227,180229,50,1
8692,13900005228,50065,525,1
8693,13900005228,201131,1861,1
8694,13900005228,230221,0,1
8695,13900005228,230253,110,1
8696,13900005229,220499,60,1
8697,13900005230,10005,50,1
8698,13900005231,80609,236,1
8699,13900005232,10005,154245,1
8700,13900005233,10001,570,2
8701,13900005233,20359,34970,1
8702,13900005234,180229,10289,1
8703,13900005235,340786,61401,1
8704,13900005236,10005,3049,3
8705,13900005237,10005,126,1
8706,13900005237,31480,272,1
8707,13900005237,81489,9186,7
8708,13900005238,10005,170,1
8709,13900005239,10005,140,1
8710,13900005240,10005,1345,8
8711,13900005241,10001,205,1
8712,13900005241,10005,225,1
8713,13900005241,180182,145,1
8714,13900005242,10005,191,1
8715,13900005242,50057,92264,3
8716,13900005243,271134,105,1
8717,13900005244,10001,145,1
8718,13900005245,10005,0,1
8719,13900005246,10005,3900,4
8720,13900005247,10005,339,2
8721,13900005247,70385,5748,1
8722,13900005248,10005,116,1
8723,13900005249,30035,13029,10
8724,13900005250,10001,25281,1
8725,13900005250,10005,211,1
8726,13900005250,70385,35504,1
8727,13900005251,10005,42554,2
8728,13900005252,10005,7786,2
8729,13900005253,10005,150,1
8730,13900005254,201169,149,1
8731,13900005255,170488,363117,6
8732,13900005256,50048,1091,1
8733,13900005256,50057,60,1
8734,13900005256,90144,85,1
8735,13900005257,10005,880,1
8736,13900005257,10205,515,1
8737,13900005258,10005,145,1
8738,13900005259,180184,7320,5
8739,13900005260,50066,15327,7
8740,13900005260,50501,44746,2
8741,13900005260,51300,29062,6
8742,13900005260,270386,140,1
8743,13900005261,10005,260620,3
8744,13900005262,30035,252,1
8745,13900005263,10005,149,1
8746,13900005264,20451,161617,4
8747,13900005264,180309,83899,1
8748,13900005265,10001,107,1
8749,13900005265,10005,141,2
8750,13900005265,160334,738,1
8751,13900005265,271803,130237,1
8752,13900005266,270231,180,2
8753,13900005267,10005,272,2
8754,13900005268,10005,140,1
8755,13900005269,10005,144,1
8756,13900005270,60494,2165,1
8757,13900005271,10005,48316,5
8758,13900005272,10364,185,1
8759,13900005273,10005,80,1
8760,13900005274,10001,76,1
8761,13900005274,80520,12470,1
8762,13900005275,10001,1975,2
8763,13900005275,70106,4180,1
8764,13900005275,180688,805,3
8765,13900005275,200335,1487,2
8766,13900005276,70109,165,1
8767,13900005277,180688,364,2
8768,13900005278,10005,96,1
8769,13900005279,10001,62,1
8770,13900005279,10005,147,1
8771,13900005279,270232,1031,9
8772,13900005280,10005,241,1
8773,13900005281,221061,37437,6
8774,13900005281,370955,136259,3
8775,13900005282,60071,105,1
8776,13900005283,70526,319,1
8777,13900005283,90144,150,2
8778,13900005283,251291,110,1
8779,13900005283,300856,60,1
8780,13900005284,90144,109,1
8781,13900005285,10001,14857,4
8782,13900005285,10205,119091,1
8783,13900005285,30035,832,4
8784,13900005285,30428,3259,1
8785,13900005285,50066,22451,8
8786,13900005285,180183,4386,6
8787,13900005285,181512,1145,5
8788,13900005285,270386,89,1
