tel,appid,time,count
13900004172,0,0,0
13900004173,0,0,0
13900004174,0,0,0
13900004175,0,0,0
13900004176,0,0,0
13900004177,0,0,0
13900004178,0,0,0
13900004179,0,0,0
13900004180,0,0,0
13900004181,0,0,0
13900004182,0,0,0
13900004183,0,0,0
13900004184,0,0,0
13900004185,0,0,0
13900004186,0,0,0
13900004187,0,0,0
13900004188,0,0,0
13900004189,0,0,0
13900004190,0,0,0
13900004191,0,0,0
13900004192,0,0,0
13900004193,0,0,0
13900004194,0,0,0
13900004195,0,0,0
13900004196,0,0,0
13900004197,0,0,0
13900004198,0,0,0
13900004199,0,0,0
13900004200,0,0,0
13900004201,0,0,0
13900004202,0,0,0
13900004203,0,0,0
13900004204,0,0,0
13900004205,0,0,0
13900004206,0,0,0
13900004207,0,0,0
13900004208,0,0,0
13900004209,0,0,0
13900004210,0,0,0
13900004211,0,0,0
13900004212,0,0,0
13900004213,0,0,0
13900004214,0,0,0
13900004215,0,0,0
13900004216,0,0,0
13900004217,0,0,0
13900004218,0,0,0
13900004219,0,0,0
13900004220,0,0,0
13900004221,0,0,0
13900004222,0,0,0
13900004223,0,0,0
13900004224,0,0,0
13900004225,0,0,0
13900004226,0,0,0
13900004227,0,0,0
13900004228,0,0,0
13900004229,0,0,0
13900004230,0,0,0
13900004231,0,0,0
13900004232,0,0,0
13900004233,0,0,0
13900004234,0,0,0
13900004235,0,0,0
13900004236,0,0,0
13900004237,0,0,0
13900004238,0,0,0
13900004239,0,0,0
13900004240,0,0,0
13900004241,0,0,0
13900004242,0,0,0
13900004243,0,0,0
13900004244,0,0,0
13900004245,0,0,0
13900004246,0,0,0
13900004247,0,0,0
13900004248,0,0,0
13900004249,0,0,0
13900004250,0,0,0
13900004251,0,0,0
13900004252,0,0,0
13900004253,0,0,0
13900004254,0,0,0
13900004255,0,0,0
13900004256,0,0,0
13900004257,0,0,0
13900004258,0,0,0
13900004259,0,0,0
13900004260,0,0,0
13900004261,0,0,0
13900004262,0,0,0
13900004263,0,0,0
13900004264,0,0,0
13900004265,0,0,0
13900004266,0,0,0
13900004267,0,0,0
13900004268,0,0,0
13900004269,0,0,0
13900004270,0,0,0
13900004271,0,0,0
13900004272,0,0,0
13900004273,0,0,0
13900004274,0,0,0
13900004275,0,0,0
13900004276,0,0,0
13900004277,0,0,0
13900004278,0,0,0
13900004279,0,0,0
13900004280,0,0,0
13900004281,0,0,0
13900004282,0,0,0
13900004283,0,0,0
13900004284,0,0,0
13900004285,0,0,0
13900004286,0,0,0
13900004287,0,0,0
13900004288,0,0,0
13900004289,0,0,0
13900004290,0,0,0
13900004291,0,0,0
13900004292,0,0,0
13900004293,0,0,0
13900004294,0,0,0
13900004295,0,0,0
13900004296,0,0,0
13900004297,0,0,0
13900004298,0,0,0
13900004299,0,0,0
13900004300,0,0,0
13900004301,0,0,0
13900004302,0,0,0
13900004303,0,0,0
13900004304,0,0,0
13900004305,0,0,0
13900004306,0,0,0
13900004307,0,0,0
13900004308,0,0,0
13900004309,0,0,0
13900004310,0,0,0
13900004311,0,0,0
13900004312,0,0,0
13900004313,0,0,0
13900004314,0,0,0
13900004315,0,0,0
13900004316,0,0,0
13900004317,0,0,0
13900004318,0,0,0
13900004319,0,0,0
13900004320,0,0,0
13900004321,0,0,0
13900004322,0,0,0
13900004323,0,0,0
13900004324,0,0,0
13900004325,0,0,0
13900004326,0,0,0
13900004327,0,0,0
13900004328,0,0,0
13900004329,0,0,0
13900004330,0,0,0
13900004331,0,0,0
13900004332,0,0,0
13900004333,0,0,0
13900004334,0,0,0
13900004335,0,0,0
13900004336,0,0,0
13900004337,0,0,0
13900004338,0,0,0
13900004339,0,0,0
13900004340,0,0,0
13900004341,0,0,0
13900004342,0,0,0
13900004343,0,0,0
13900004344,0,0,0
13900004345,0,0,0
13900004346,0,0,0
13900004347,0,0,0
13900004348,0,0,0
13900004349,0,0,0
13900004350,0,0,0
13900004351,0,0,0
13900004352,0,0,0
13900004353,0,0,0
13900004354,0,0,0
13900004355,0,0,0
13900004356,0,0,0
13900004357,0,0,0
13900004358,0,0,0
13900004359,0,0,0
13900004360,0,0,0
13900004361,0,0,0
13900004362,0,0,0
13900004363,0,0,0
13900004364,0,0,0
13900004365,0,0,0
13900004366,0,0,0
13900004367,0,0,0
13900004368,0,0,0
13900004369,0,0,0
13900004370,0,0,0
13900004371,0,0,0
13900004372,0,0,0
13900004373,0,0,0
13900004374,0,0,0
13900004375,0,0,0
13900004376,0,0,0
13900004377,0,0,0
13900004378,0,0,0
13900004379,0,0,0
13900004380,0,0,0
13900004381,0,0,0
13900004382,0,0,0
13900004383,0,0,0
13900004384,0,0,0
13900004385,0,0,0
13900004386,0,0,0
13900004387,0,0,0
13900004388,0,0,0
13900004389,0,0,0
13900004390,0,0,0
13900004391,0,0,0
13900004392,0,0,0
13900004393,0,0,0
13900004394,0,0,0
13900004395,0,0,0
13900004396,0,0,0
13900004397,0,0,0
13900004398,0,0,0
13900004399,0,0,0
13900004400,0,0,0
13900004401,0,0,0
13900004402,0,0,0
13900004403,0,0,0
13900004404,0,0,0
13900004405,0,0,0
13900004406,0,0,0
13900004407,0,0,0
13900004408,0,0,0
13900004409,0,0,0
13900004410,0,0,0
13900004411,0,0,0
13900004412,0,0,0
13900004413,0,0,0
13900004414,0,0,0
13900004415,0,0,0
13900004416,0,0,0
13900004417,0,0,0
13900004418,0,0,0
13900004419,0,0,0
13900004420,0,0,0
13900004421,0,0,0
13900004422,0,0,0
13900004423,0,0,0
13900004424,0,0,0
13900004425,0,0,0
13900004426,0,0,0
13900004427,0,0,0
13900004428,0,0,0
13900004429,0,0,0
13900004430,0,0,0
13900004431,0,0,0
13900004432,0,0,0
13900004433,0,0,0
13900004434,0,0,0
13900004435,0,0,0
13900004436,0,0,0
13900004437,0,0,0
13900004438,0,0,0
13900004439,0,0,0
13900004440,0,0,0
13900004441,0,0,0
13900004442,0,0,0
13900004443,0,0,0
13900004444,0,0,0
13900004445,0,0,0
13900004446,0,0,0
13900004447,0,0,0
13900004448,0,0,0
13900004449,0,0,0
13900004450,0,0,0
13900004451,0,0,0
13900004452,0,0,0
13900004453,0,0,0
13900004454,0,0,0
13900004455,0,0,0
13900004456,0,0,0
13900004457,0,0,0
13900004458,0,0,0
13900004459,0,0,0
13900004460,0,0,0
13900004461,0,0,0
13900004462,0,0,0
13900004463,0,0,0
13900004464,0,0,0
13900004465,0,0,0
13900004466,0,0,0
13900004467,0,0,0
13900004468,0,0,0
13900004469,0,0,0
13900004470,0,0,0
13900004471,0,0,0
13900004472,0,0,0
13900004473,0,0,0
13900004474,0,0,0
13900004475,0,0,0
13900004476,0,0,0
13900004477,0,0,0
13900004478,0,0,0
13900004479,0,0,0
13900004480,0,0,0
13900004481,0,0,0
13900004482,0,0,0
13900004483,0,0,0
13900004484,0,0,0
13900004485,0,0,0
13900004486,0,0,0
13900004487,0,0,0
13900004488,0,0,0
13900004489,0,0,0
13900004490,0,0,0
13900004491,0,0,0
13900004492,0,0,0
13900004493,0,0,0
13900004494,0,0,0
13900004495,0,0,0
13900004496,0,0,0
13900004497,0,0,0
13900004498,0,0,0
13900004499,0,0,0
13900004500,0,0,0
13900004501,0,0,0
13900004502,0,0,0
13900004503,0,0,0
13900004504,0,0,0
13900004505,0,0,0
13900004506,0,0,0
13900004507,0,0,0
13900004508,0,0,0
13900004509,0,0,0
13900004510,0,0,0
13900004511,0,0,0
13900004512,0,0,0
13900004513,0,0,0
13900004514,0,0,0
13900004515,0,0,0
13900004516,0,0,0
13900004517,0,0,0
13900004518,0,0,0
13900004519,0,0,0
13900004520,0,0,0
13900004521,0,0,0
13900004522,0,0,0
13900004523,0,0,0
13900004524,0,0,0
13900004525,0,0,0
13900004526,0,0,0
13900004527,0,0,0
13900004528,0,0,0
13900004529,0,0,0
13900004530,0,0,0
13900004531,0,0,0
13900004532,0,0,0
13900004533,0,0,0
13900004534,0,0,0
13900004535,0,0,0
13900004536,0,0,0
13900004537,0,0,0
13900004538,0,0,0
13900004539,0,0,0
13900004540,0,0,0
13900004541,0,0,0
13900004542,0,0,0
13900004543,0,0,0
13900004544,0,0,0
13900004545,0,0,0
13900004546,0,0,0
13900004547,0,0,0
13900004548,0,0,0
13900004549,0,0,0
13900004550,0,0,0
13900004551,0,0,0
13900004552,0,0,0
13900004553,0,0,0
13900004554,0,0,0
13900004555,0,0,0
13900004556,0,0,0
13900004557,0,0,0
13900004558,0,0,0
13900004559,0,0,0
13900004560,0,0,0
13900004561,0,0,0
13900004562,0,0,0
13900004563,0,0,0
13900004564,0,0,0
13900004565,0,0,0
13900004566,0,0,0
13900004567,0,0,0
13900004568,0,0,0
13900004569,0,0,0
13900004570,0,0,0
13900004571,0,0,0
13900004572,0,0,0
13900004573,0,0,0
13900004574,0,0,0
13900004575,0,0,0
13900004576,0,0,0
13900004577,0,0,0
13900004578,0,0,0
13900004579,0,0,0
13900004580,0,0,0
13900004581,0,0,0
13900004582,0,0,0
13900004583,0,0,0
13900004584,0,0,0
13900004585,0,0,0
13900004586,0,0,0
13900004587,0,0,0
13900004588,0,0,0
13900004589,0,0,0
13900004590,0,0,0
13900004591,0,0,0
13900004592,0,0,0
13900004593,0,0,0
13900004594,0,0,0
13900004595,0,0,0
13900004596,0,0,0
13900004597,0,0,0
13900004598,0,0,0
13900004599,0,0,0
13900004600,0,0,0
13900004601,0,0,0
13900004602,0,0,0
13900004603,0,0,0
13900004604,0,0,0
13900004605,0,0,0
13900004606,0,0,0
13900004607,0,0,0
13900004608,0,0,0
13900004609,0,0,0
13900004610,0,0,0
13900004611,0,0,0
13900004612,0,0,0
13900004613,0,0,0
13900004614,0,0,0
13900004615,0,0,0
13900004616,0,0,0
13900004617,0,0,0
13900004618,0,0,0
13900004619,0,0,0
13900004620,0,0,0
13900004621,0,0,0
13900004622,0,0,0
13900004623,0,0,0
13900004624,0,0,0
13900004625,0,0,0
13900004626,0,0,0
13900004627,0,0,0
13900004628,0,0,0
13900004629,0,0,0
13900004630,0,0,0
13900004631,0,0,0
13900004632,0,0,0
13900004633,0,0,0
13900004634,0,0,0
13900004635,0,0,0
13900004636,0,0,0
13900004637,0,0,0
13900004638,0,0,0
13900004639,0,0,0
13900004640,0,0,0
13900004641,0,0,0
13900004642,0,0,0
13900004643,0,0,0
13900004644,0,0,0
13900004645,0,0,0
13900004646,0,0,0
13900004647,0,0,0
13900004648,0,0,0
13900004649,0,0,0
13900004650,0,0,0
13900004651,0,0,0
13900004652,0,0,0
13900004653,0,0,0
13900004654,0,0,0
13900004655,0,0,0
13900004656,0,0,0
13900004657,0,0,0
13900004658,0,0,0
13900004659,0,0,0
13900004660,0,0,0
13900004661,0,0,0
13900004662,0,0,0
13900004663,0,0,0
13900004664,0,0,0
13900004665,0,0,0
13900004666,0,0,0
13900004667,0,0,0
13900004668,0,0,0
13900004669,0,0,0
13900004670,0,0,0
13900004671,0,0,0
13900004672,0,0,0
13900004673,0,0,0
13900004674,0,0,0
13900004675,0,0,0
13900004676,0,0,0
13900004677,0,0,0
13900004678,0,0,0
13900004679,0,0,0
13900004680,0,0,0
13900004681,0,0,0
13900004682,0,0,0
13900004683,0,0,0
13900004684,0,0,0
13900004685,0,0,0
13900004686,0,0,0
13900004687,0,0,0
13900004688,0,0,0
13900004689,0,0,0
13900004690,0,0,0
13900004691,0,0,0
13900004692,0,0,0
13900004693,0,0,0
13900004694,0,0,0
13900004695,0,0,0
13900004696,0,0,0
13900004697,0,0,0
13900004698,0,0,0
13900004699,0,0,0
13900004700,0,0,0
13900004701,0,0,0
13900004702,0,0,0
13900004703,0,0,0
13900004704,0,0,0
13900004705,0,0,0
13900004706,0,0,0
13900004707,0,0,0
13900004708,0,0,0
13900004709,0,0,0
13900004710,0,0,0
13900004711,0,0,0
13900004712,0,0,0
13900004713,0,0,0
13900004714,0,0,0
13900004715,0,0,0
13900004716,0,0,0
13900004717,0,0,0
13900004718,0,0,0
13900004719,0,0,0
13900004720,0,0,0
13900004721,0,0,0
13900004722,0,0,0
13900004723,0,0,0
13900004724,0,0,0
13900004725,0,0,0
13900004726,0,0,0
13900004727,0,0,0
13900004728,0,0,0
13900004729,0,0,0
13900004730,0,0,0
13900004731,0,0,0
13900004732,0,0,0
13900004733,0,0,0
13900004734,0,0,0
13900004735,0,0,0
13900004736,0,0,0
13900004737,0,0,0
13900004738,0,0,0
13900004739,0,0,0
13900004740,0,0,0
13900004741,0,0,0
13900004742,0,0,0
13900004743,0,0,0
13900004744,0,0,0
13900004745,0,0,0
13900004746,0,0,0
13900004747,0,0,0
13900004748,0,0,0
13900004749,0,0,0
13900004750,0,0,0
13900004751,0,0,0
13900004752,0,0,0
13900004753,0,0,0
13900004754,0,0,0
13900004755,0,0,0
13900004756,0,0,0
13900004757,0,0,0
13900004758,0,0,0
13900004759,0,0,0
13900004760,0,0,0
13900004761,0,0,0
13900004762,0,0,0
13900004763,0,0,0
13900004764,0,0,0
13900004765,0,0,0
13900004766,0,0,0
13900004767,0,0,0
13900004768,0,0,0
13900004769,0,0,0
13900004770,0,0,0
13900004771,0,0,0
13900004772,0,0,0
13900004773,0,0,0
13900004774,0,0,0
13900004775,0,0,0
13900004776,0,0,0
13900004777,0,0,0
13900004778,0,0,0
13900004779,0,0,0
13900004780,0,0,0
13900004781,0,0,0
13900004782,0,0,0
13900004783,0,0,0
13900004784,0,0,0
13900004785,0,0,0
13900004786,0,0,0
13900004787,0,0,0
13900004788,0,0,0
13900004789,0,0,0
13900004790,0,0,0
13900004791,0,0,0
13900004792,0,0,0
13900004793,0,0,0
13900004794,0,0,0
13900004795,0,0,0
13900004796,0,0,0
13900004797,0,0,0
13900004798,0,0,0
13900004799,0,0,0
13900004800,0,0,0
13900004801,0,0,0
13900004802,0,0,0
13900004803,0,0,0
13900004804,0,0,0
13900004805,0,0,0
13900004806,0,0,0
13900004807,0,0,0
13900004808,0,0,0
13900004809,0,0,0
13900004810,0,0,0
13900004811,0,0,0
13900004812,0,0,0
13900004813,0,0,0
13900004814,0,0,0
13900004815,0,0,0
13900004816,0,0,0
13900004817,0,0,0
13900004818,0,0,0
13900004819,0,0,0
13900004820,0,0,0
13900004821,0,0,0
13900004822,0,0,0
13900004823,0,0,0
13900004824,0,0,0
13900004825,0,0,0
13900004826,0,0,0
13900004827,0,0,0
13900004828,0,0,0
13900004829,0,0,0
13900004830,0,0,0
13900004831,0,0,0
13900004832,0,0,0
13900004833,0,0,0
13900004834,0,0,0
13900004835,0,0,0
13900004836,0,0,0
13900004837,0,0,0
13900004838,0,0,0
13900004839,0,0,0
13900004840,0,0,0
13900004841,0,0,0
13900004842,0,0,0
13900004843,0,0,0
13900004844,0,0,0
13900004845,0,0,0
13900004846,0,0,0
13900004847,0,0,0
13900004848,0,0,0
13900004849,0,0,0
13900004850,0,0,0
13900004851,0,0,0
13900004852,0,0,0
13900004853,0,0,0
13900004854,0,0,0
13900004855,0,0,0
13900004856,0,0,0
13900004857,0,0,0
13900004858,0,0,0
13900004859,0,0,0
13900004860,0,0,0
13900004861,0,0,0
13900004862,0,0,0
13900004863,0,0,0
13900004864,0,0,0
13900004865,0,0,0
13900004866,0,0,0
13900004867,0,0,0
13900004868,0,0,0
13900004869,0,0,0
13900004870,0,0,0
13900004871,0,0,0
13900004872,0,0,0
13900004873,0,0,0
13900004874,0,0,0
13900004875,0,0,0
13900004876,0,0,0
13900004877,0,0,0
13900004878,0,0,0
13900004879,0,0,0
13900004880,0,0,0
13900004881,0,0,0
13900004882,0,0,0
13900004883,0,0,0
13900004884,0,0,0
13900004885,0,0,0
13900004886,0,0,0
13900004887,0,0,0
13900004888,0,0,0
13900004889,0,0,0
13900004890,0,0,0
13900004891,0,0,0
13900004892,0,0,0
13900004893,0,0,0
13900004894,0,0,0
13900004895,0,0,0
13900004896,0,0,0
13900004897,0,0,0
13900004898,0,0,0
13900004899,0,0,0
13900004900,0,0,0
13900004901,0,0,0
13900004902,0,0,0
13900004903,0,0,0
13900004904,0,0,0
13900004905,0,0,0
13900004906,0,0,0
13900004907,0,0,0
13900004908,0,0,0
13900004909,0,0,0
13900004910,0,0,0
13900004911,0,0,0
13900004912,0,0,0
13900004913,0,0,0
13900004914,0,0,0
13900004915,0,0,0
13900004916,0,0,0
13900004917,0,0,0
13900004918,0,0,0
13900004919,0,0,0
13900004920,0,0,0
13900004921,0,0,0
13900004922,0,0,0
13900004923,0,0,0
13900004924,0,0,0
13900004925,0,0,0
13900004926,0,0,0
13900004927,0,0,0
13900004928,0,0,0
13900004929,0,0,0
13900004930,0,0,0
13900004931,0,0,0
13900004932,0,0,0
13900004933,0,0,0
13900004934,0,0,0
13900004935,0,0,0
13900004936,0,0,0
13900004937,0,0,0
13900004938,0,0,0
13900004939,0,0,0
13900004940,0,0,0
13900004941,0,0,0
13900004942,0,0,0
13900004943,0,0,0
13900004944,0,0,0
13900004945,0,0,0
13900004946,0,0,0
13900004947,0,0,0
13900004948,0,0,0
13900004949,0,0,0
13900004950,0,0,0
13900004951,0,0,0
13900004952,0,0,0
13900004953,0,0,0
13900004954,0,0,0
13900004955,0,0,0
13900004956,0,0,0
13900004957,0,0,0
13900004958,0,0,0
13900004959,0,0,0
13900004960,0,0,0
13900004961,0,0,0
13900004962,0,0,0
13900004963,0,0,0
13900004964,0,0,0
13900004965,0,0,0
13900004966,0,0,0
13900004967,0,0,0
13900004968,0,0,0
13900004969,0,0,0
13900004970,0,0,0
13900004971,0,0,0
13900004972,0,0,0
13900004973,0,0,0
13900004974,0,0,0
13900004975,0,0,0
13900004976,0,0,0
13900004977,0,0,0
13900004978,0,0,0
13900004979,0,0,0
13900004980,0,0,0
13900004981,0,0,0
13900004982,0,0,0
13900004983,0,0,0
13900004984,0,0,0
13900004985,0,0,0
13900004986,0,0,0
13900004987,0,0,0
13900004988,0,0,0
13900004989,0,0,0
13900004990,0,0,0
13900004991,0,0,0
13900004992,0,0,0
13900004993,0,0,0
13900004994,0,0,0
13900004995,0,0,0
13900004996,0,0,0
13900004997,0,0,0
13900004998,0,0,0
13900004999,0,0,0
13900005000,0,0,0
13900005001,0,0,0
13900005002,0,0,0
13900005003,0,0,0
13900005004,0,0,0
13900005005,0,0,0
13900005006,0,0,0
13900005007,0,0,0
13900005008,0,0,0
13900005009,0,0,0
13900005010,0,0,0
13900005011,0,0,0
13900005012,0,0,0
13900005013,0,0,0
13900005014,0,0,0
13900005015,0,0,0
13900005016,0,0,0
13900005017,0,0,0
13900005018,0,0,0
13900005019,0,0,0
13900005020,0,0,0
13900005021,0,0,0
13900005022,0,0,0
13900005023,0,0,0
13900005024,0,0,0
13900005025,0,0,0
13900005026,0,0,0
13900005027,0,0,0
13900005028,0,0,0
13900005029,0,0,0
13900005030,0,0,0
13900005031,0,0,0
13900005032,0,0,0
13900005033,0,0,0
13900005034,0,0,0
13900005035,0,0,0
13900005036,0,0,0
13900005037,0,0,0
13900005038,0,0,0
13900005039,0,0,0
13900005040,0,0,0
13900005041,0,0,0
13900005042,0,0,0
13900005043,0,0,0
13900005044,0,0,0
13900005045,0,0,0
13900005046,0,0,0
13900005047,0,0,0
13900005048,0,0,0
13900005049,0,0,0
13900005050,0,0,0
13900005051,0,0,0
13900005052,0,0,0
13900005053,0,0,0
13900005054,0,0,0
13900005055,0,0,0
13900005056,0,0,0
13900005057,0,0,0
13900005058,0,0,0
13900005059,0,0,0
13900005060,0,0,0
13900005061,0,0,0
13900005062,0,0,0
13900005063,0,0,0
13900005064,0,0,0
13900005065,0,0,0
13900005066,0,0,0
13900005067,0,0,0
13900005068,0,0,0
13900005069,0,0,0
13900005070,0,0,0
13900005071,0,0,0
13900005072,0,0,0
13900005073,0,0,0
13900005074,0,0,0
13900005075,0,0,0
13900005076,0,0,0
13900005077,0,0,0
13900005078,0,0,0
13900005079,0,0,0
13900005080,0,0,0
13900005081,0,0,0
13900005082,0,0,0
13900005083,0,0,0
13900005084,0,0,0
13900005085,0,0,0
13900005086,0,0,0
13900005087,0,0,0
13900005088,0,0,0
13900005089,0,0,0
13900005090,0,0,0
13900005091,0,0,0
13900005092,0,0,0
13900005093,0,0,0
13900005094,0,0,0
13900005095,0,0,0
13900005096,0,0,0
13900005097,0,0,0
13900005098,0,0,0
13900005099,0,0,0
13900005100,0,0,0
13900005101,0,0,0
13900005102,0,0,0
13900005103,0,0,0
13900005104,0,0,0
13900005105,0,0,0
13900005106,0,0,0
13900005107,0,0,0
13900005108,0,0,0
13900005109,0,0,0
13900005110,0,0,0
13900005111,0,0,0
13900005112,0,0,0
13900005113,0,0,0
13900005114,0,0,0
13900005115,0,0,0
13900005116,0,0,0
13900005117,0,0,0
13900005118,0,0,0
13900005119,0,0,0
13900005120,0,0,0
13900005121,0,0,0
13900005122,0,0,0
13900005123,0,0,0
13900005124,0,0,0
13900005125,0,0,0
13900005126,0,0,0
13900005127,0,0,0
13900005128,0,0,0
13900005129,0,0,0
13900005130,0,0,0
13900005131,0,0,0
13900005132,0,0,0
13900005133,0,0,0
13900005134,0,0,0
13900005135,0,0,0
13900005136,0,0,0
13900005137,0,0,0
13900005138,0,0,0
13900005139,0,0,0
13900005140,0,0,0
13900005141,0,0,0
13900005142,0,0,0
13900005143,0,0,0
13900005144,0,0,0
13900005145,0,0,0
13900005146,0,0,0
13900005147,0,0,0
13900005148,0,0,0
13900005149,0,0,0
13900005150,0,0,0
13900005151,0,0,0
13900005152,0,0,0
13900005153,0,0,0
13900005154,0,0,0
13900005155,0,0,0
13900005156,0,0,0
13900005157,0,0,0
13900005158,0,0,0
13900005159,0,0,0
13900005160,0,0,0
13900005161,0,0,0
13900005162,0,0,0
13900005163,0,0,0
13900005164,0,0,0
13900005165,0,0,0
13900005166,0,0,0
13900005167,0,0,0
13900005168,0,0,0
13900005169,0,0,0
13900005170,0,0,0
13900005171,0,0,0
13900005172,0,0,0
13900005173,0,0,0
13900005174,0,0,0
13900005175,0,0,0
13900005176,0,0,0
13900005177,0,0,0
13900005178,0,0,0
13900005179,0,0,0
13900005180,0,0,0
13900005181,0,0,0
13900005182,0,0,0
13900005183,0,0,0
13900005184,0,0,0
13900005185,0,0,0
13900005186,0,0,0
13900005187,0,0,0
13900005188,0,0,0
13900005189,0,0,0
13900005190,0,0,0
13900005191,0,0,0
13900005192,0,0,0
13900005193,0,0,0
13900005194,0,0,0
13900005195,0,0,0
13900005196,0,0,0
13900005197,0,0,0
13900005198,0,0,0
13900005199,0,0,0
13900005200,0,0,0
13900005201,0,0,0
13900005202,0,0,0
13900005203,0,0,0
13900005204,0,0,0
13900005205,0,0,0
13900005206,0,0,0
13900005207,0,0,0
13900005208,0,0,0
13900005209,0,0,0
13900005210,0,0,0
13900005211,0,0,0
13900005212,0,0,0
13900005213,0,0,0
13900005214,0,0,0
13900005215,0,0,0
13900005216,0,0,0
13900005217,0,0,0
13900005218,0,0,0
13900005219,0,0,0
13900005220,0,0,0
13900005221,0,0,0
13900005222,0,0,0
13900005223,0,0,0
13900005224,0,0,0
13900005225,0,0,0
13900005226,0,0,0
13900005227,0,0,0
13900005228,0,0,0
13900005229,0,0,0
13900005230,0,0,0
13900005231,0,0,0
13900005232,0,0,0
13900005233,0,0,0
13900005234,0,0,0
13900005235,0,0,0
13900005236,0,0,0
13900005237,0,0,0
13900005238,0,0,0
13900005239,0,0,0
13900005240,0,0,0
13900005241,0,0,0
13900005242,0,0,0
13900005243,0,0,0
13900005244,0,0,0
13900005245,0,0,0
13900005246,0,0,0
13900005247,0,0,0
13900005248,0,0,0
13900005249,0,0,0
13900005250,0,0,0
13900005251,0,0,0
13900005252,0,0,0
13900005253,0,0,0
13900005254,0,0,0
13900005255,0,0,0
13900005256,0,0,0
13900005257,0,0,0
13900005258,0,0,0
13900005259,0,0,0
13900005260,0,0,0
13900005261,0,0,0
13900005262,0,0,0
13900005263,0,0,0
13900005264,0,0,0
13900005265,0,0,0
13900005266,0,0,0
13900005267,0,0,0
13900005268,0,0,0
13900005269,0,0,0
13900005270,0,0,0
13900005271,0,0,0
13900005272,0,0,0
13900005273,0,0,0
13900005274,0,0,0
13900005275,0,0,0
13900005276,0,0,0
13900005277,0,0,0
13900005278,0,0,0
13900005279,0,0,0
13900005280,0,0,0
13900005281,0,0,0
13900005282,0,0,0
13900005283,0,0,0
13900005284,0,0,0
13900005285,0,0,0
13900005286,0,0,0
13900005287,0,0,0
13900005288,0,0,0
13900005289,0,0,0
13900005290,0,0,0
13900005291,0,0,0
13900005292,0,0,0
13900005293,0,0,0
13900005294,0,0,0
13900005295,0,0,0
13900005296,0,0,0
13900005297,0,0,0
13900005298,0,0,0
13900005299,0,0,0
13900005300,0,0,0
13900005301,0,0,0
13900005302,0,0,0
13900005303,0,0,0
13900005304,0,0,0
13900005305,0,0,0
13900005306,0,0,0
13900005307,0,0,0
13900005308,0,0,0
13900005309,0,0,0
13900005310,0,0,0
13900005311,0,0,0
13900005312,0,0,0
13900005313,0,0,0
13900005314,0,0,0
13900005315,0,0,0
13900005316,0,0,0
13900005317,0,0,0
13900005318,0,0,0
13900005319,0,0,0
13900005320,0,0,0
13900005321,0,0,0
13900005322,0,0,0
13900005323,0,0,0
13900005324,0,0,0
13900005325,0,0,0
13900005326,0,0,0
13900005327,0,0,0
13900005328,0,0,0
13900005329,0,0,0
13900005330,0,0,0
13900005331,0,0,0
13900005332,0,0,0
13900005333,0,0,0
13900005334,0,0,0
13900005335,0,0,0
13900005336,0,0,0
13900005337,0,0,0
13900005338,0,0,0
13900005339,0,0,0
13900005340,0,0,0
13900005341,0,0,0
13900005342,0,0,0
13900005343,0,0,0
13900005344,0,0,0
13900005345,0,0,0
13900005346,0,0,0
13900005347,0,0,0
13900005348,0,0,0
13900005349,0,0,0
13900005350,0,0,0
13900005351,0,0,0
13900005352,0,0,0
13900005353,0,0,0
13900005354,0,0,0
13900005355,0,0,0
13900005356,0,0,0
13900005357,0,0,0
13900005358,0,0,0
13900005359,0,0,0
13900005360,0,0,0
13900005361,0,0,0
13900005362,0,0,0
13900005363,0,0,0
13900005364,0,0,0
13900005365,0,0,0
13900005366,0,0,0
13900005367,0,0,0
13900005368,0,0,0
13900005369,0,0,0
13900005370,0,0,0
13900005371,0,0,0
13900005372,0,0,0
13900005373,0,0,0
13900005374,0,0,0
13900005375,0,0,0
13900005376,0,0,0
13900005377,0,0,0
13900005378,0,0,0
13900005379,0,0,0
13900005380,0,0,0
13900005381,0,0,0
13900005382,0,0,0
13900005383,0,0,0
13900005384,0,0,0
13900005385,0,0,0
13900005386,0,0,0
13900005387,0,0,0
13900005388,0,0,0
13900005389,0,0,0
13900005390,0,0,0
13900005391,0,0,0
13900005392,0,0,0
13900005393,0,0,0
13900005394,0,0,0
13900005395,0,0,0
13900005396,0,0,0
13900005397,0,0,0
13900005398,0,0,0
13900005399,0,0,0
13900005400,0,0,0
13900005401,0,0,0
13900005402,0,0,0
13900005403,0,0,0
13900005404,0,0,0
13900005405,0,0,0
13900005406,0,0,0
13900005407,0,0,0
13900005408,0,0,0
13900005409,0,0,0
13900005410,0,0,0
13900005411,0,0,0
13900005412,0,0,0
13900005413,0,0,0
13900005414,0,0,0
13900005415,0,0,0
13900005416,0,0,0
13900005417,0,0,0
13900005418,0,0,0
13900005419,0,0,0
13900005420,0,0,0
13900005421,0,0,0
13900005422,0,0,0
13900005423,0,0,0
13900005424,0,0,0
13900005425,0,0,0
13900005426,0,0,0
13900005427,0,0,0
13900005428,0,0,0
13900005429,0,0,0
13900005430,0,0,0
13900005431,0,0,0
13900005432,0,0,0
13900005433,0,0,0
13900005434,0,0,0
13900005435,0,0,0
13900005436,0,0,0
13900005437,0,0,0
13900005438,0,0,0
13900005439,0,0,0
13900005440,0,0,0
13900005441,0,0,0
13900005442,0,0,0
